cycle,Writes,Reads,Hits,Misses,Was hit,Was miss,Writebacks,Access count
4765,122,303,266,159,1,0,122,425
4778,122,304,267,159,1,0,122,426
4783,122,305,268,159,1,0,122,427
4794,123,305,269,159,1,0,123,428
4817,123,306,269,160,0,1,123,429
4822,123,307,269,161,0,1,123,430
4835,123,308,270,161,1,0,123,431
4840,123,309,270,162,0,1,123,432
4853,123,310,270,163,0,1,123,433
4858,123,311,270,164,0,1,123,434
4871,123,312,271,164,1,0,123,435
4876,123,313,271,165,0,1,123,436
4889,123,314,271,166,0,1,123,437
4894,123,315,271,167,0,1,123,438
4905,124,315,271,168,0,1,124,439
4919,124,316,272,168,1,0,124,440
4924,124,317,273,168,1,0,124,441
4937,124,318,274,168,1,0,124,442
4942,124,319,275,168,1,0,124,443
4955,124,320,276,168,1,0,124,444
4960,124,321,277,168,1,0,124,445
4973,124,322,278,168,1,0,124,446
4978,124,323,279,168,1,0,124,447
4991,124,324,280,168,1,0,124,448
4996,124,325,281,168,1,0,124,449
5007,125,325,282,168,1,0,125,450
5021,125,326,283,168,1,0,125,451
5026,125,327,283,169,0,1,125,452
5039,125,328,284,169,1,0,125,453
5044,125,329,284,170,0,1,125,454
5057,125,330,285,170,1,0,125,455
5062,125,331,285,171,0,1,125,456
5075,125,332,286,171,1,0,125,457
5080,125,333,286,172,0,1,125,458
5093,125,334,287,172,1,0,125,459
5098,125,335,287,173,0,1,125,460
5109,126,335,287,174,0,1,126,461
5123,126,336,288,174,1,0,126,462
5128,126,337,289,174,1,0,126,463
5141,126,338,290,174,1,0,126,464
5146,126,339,291,174,1,0,126,465
5159,126,340,292,174,1,0,126,466
5164,126,341,293,174,1,0,126,467
5177,126,342,294,174,1,0,126,468
5182,126,343,295,174,1,0,126,469
5195,126,344,296,174,1,0,126,470
5200,126,345,297,174,1,0,126,471
5211,127,345,298,174,1,0,127,472
5225,127,346,299,174,1,0,127,473
5230,127,347,299,175,0,1,127,474
5243,127,348,300,175,1,0,127,475
5248,127,349,300,176,0,1,127,476
5261,127,350,301,176,1,0,127,477
5266,127,351,301,177,0,1,127,478
5279,127,352,302,177,1,0,127,479
5284,127,353,302,178,0,1,127,480
5297,127,354,303,178,1,0,127,481
5302,127,355,303,179,0,1,127,482
5313,128,355,303,180,0,1,128,483
5327,128,356,304,180,1,0,128,484
5332,128,357,305,180,1,0,128,485
5345,128,358,306,180,1,0,128,486
5350,128,359,307,180,1,0,128,487
5363,128,360,308,180,1,0,128,488
5368,128,361,309,180,1,0,128,489
5381,128,362,310,180,1,0,128,490
5386,128,363,311,180,1,0,128,491
5399,128,364,312,180,1,0,128,492
5404,128,365,313,180,1,0,128,493
5415,129,365,314,180,1,0,129,494
5438,129,366,315,180,1,0,129,495
5443,129,367,315,181,0,1,129,496
5456,129,368,315,182,0,1,129,497
5461,129,369,315,183,0,1,129,498
5474,129,370,316,183,1,0,129,499
5479,129,371,316,184,0,1,129,500
5492,129,372,316,185,0,1,129,501
5497,129,373,316,186,0,1,129,502
5510,129,374,317,186,1,0,129,503
5515,129,375,317,187,0,1,129,504
5526,130,375,317,188,0,1,130,505
5540,130,376,318,188,1,0,130,506
5545,130,377,319,188,1,0,130,507
5558,130,378,320,188,1,0,130,508
5563,130,379,321,188,1,0,130,509
5576,130,380,322,188,1,0,130,510
5581,130,381,323,188,1,0,130,511
5594,130,382,324,188,1,0,130,512
5599,130,383,325,188,1,0,130,513
5612,130,384,326,188,1,0,130,514
5617,130,385,327,188,1,0,130,515
5628,131,385,328,188,1,0,131,516
5642,131,386,329,188,1,0,131,517
5647,131,387,329,189,0,1,131,518
5660,131,388,330,189,1,0,131,519
5665,131,389,330,190,0,1,131,520
5678,131,390,331,190,1,0,131,521
5683,131,391,331,191,0,1,131,522
5696,131,392,332,191,1,0,131,523
5701,131,393,332,192,0,1,131,524
5714,131,394,333,192,1,0,131,525
5719,131,395,333,193,0,1,131,526
5730,132,395,333,194,0,1,132,527
5744,132,396,334,194,1,0,132,528
5749,132,397,335,194,1,0,132,529
5762,132,398,336,194,1,0,132,530
5767,132,399,337,194,1,0,132,531
5780,132,400,338,194,1,0,132,532
5785,132,401,339,194,1,0,132,533
5798,132,402,340,194,1,0,132,534
5803,132,403,341,194,1,0,132,535
5816,132,404,342,194,1,0,132,536
5821,132,405,343,194,1,0,132,537
5832,133,405,344,194,1,0,133,538
5846,133,406,345,194,1,0,133,539
5851,133,407,345,195,0,1,133,540
5864,133,408,346,195,1,0,133,541
5869,133,409,346,196,0,1,133,542
5882,133,410,347,196,1,0,133,543
5887,133,411,347,197,0,1,133,544
5900,133,412,348,197,1,0,133,545
5905,133,413,349,197,1,0,133,546
5918,133,414,350,197,1,0,133,547
5923,133,415,350,198,0,1,133,548
5934,134,415,350,199,0,1,134,549
5948,134,416,351,199,1,0,134,550
5953,134,417,352,199,1,0,134,551
5966,134,418,353,199,1,0,134,552
5971,134,419,354,199,1,0,134,553
5984,134,420,355,199,1,0,134,554
5989,134,421,356,199,1,0,134,555
6002,134,422,357,199,1,0,134,556
6007,134,423,358,199,1,0,134,557
6020,134,424,359,199,1,0,134,558
6025,134,425,360,199,1,0,134,559
6036,135,425,361,199,1,0,135,560
6064,135,426,361,200,0,1,135,561
6075,135,427,361,201,0,1,135,562
6097,135,428,362,201,1,0,135,563
6119,135,429,362,202,0,1,135,564
6141,135,430,363,202,1,0,135,565
6163,135,431,363,203,0,1,135,566
6185,135,432,364,203,1,0,135,567
6211,135,433,364,204,0,1,135,568
6233,135,434,365,204,1,0,135,569
6255,135,435,365,205,0,1,135,570
6277,135,436,366,205,1,0,135,571
6299,135,437,366,206,0,1,135,572
6321,135,438,367,206,1,0,135,573
6347,135,439,367,207,0,1,135,574
6369,135,440,368,207,1,0,135,575
6391,135,441,368,208,0,1,135,576
6413,135,442,369,208,1,0,135,577
6435,135,443,369,209,0,1,135,578
6457,135,444,370,209,1,0,135,579
6483,135,445,370,210,0,1,135,580
6505,135,446,371,210,1,0,135,581
6527,135,447,371,211,0,1,135,582
6549,135,448,372,211,1,0,135,583
6571,135,449,372,212,0,1,135,584
6593,135,450,373,212,1,0,135,585
6619,135,451,373,213,0,1,135,586
6641,135,452,374,213,1,0,135,587
6663,135,453,374,214,0,1,135,588
6685,135,454,375,214,1,0,135,589
6707,135,455,375,215,0,1,135,590
6729,135,456,376,215,1,0,135,591
6755,135,457,376,216,0,1,135,592
6777,135,458,377,216,1,0,135,593
6799,135,459,377,217,0,1,135,594
6821,135,460,378,217,1,0,135,595
6843,135,461,378,218,0,1,135,596
6865,135,462,379,218,1,0,135,597
